lp;ID_Rosliny;Roslina;Lokalizacja_precyzyjna;Rodzaj_donicy;Lokalizacja_szczegolowa;Strefa_glowna;Pietro
1791;P12_R299;Aglaonema;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1792;P12_R300;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1793;P12_R301;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1794;P12_R302;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1795;P12_R303;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1796;P12_R304;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1797;P12_R305;Epipremnum;;Podwieszona pod oknami lewy narożnik;;Openspace;12
1798;P12_R306;Aglaonema;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1799;P12_R307;Aglaonema;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1800;P12_R308;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1801;P12_R309;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1802;P12_R310;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1803;P12_R311;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1804;P12_R312;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1805;P12_R313;Epipremnum;;Podwieszona pod oknami prawy narożnik;;Openspace;12
1806;P12_R314;Aglaonema;;Podwieszona pod oknami Prawa;;Openspace;12
1807;P12_R315;Aglaonema;;Podwieszona pod oknami Prawa;;Openspace;12
1808;P12_R316;Aglaonema;;Podwieszona pod oknami Prawa;;Openspace;12
1809;P12_R317;Epipremnum;;Podwieszona pod oknami Prawa;;Openspace;12
1810;P12_R318;Epipremnum;;Podwieszona pod oknami Prawa;;Openspace;12
1811;P12_R319;Epipremnum;;Podwieszona pod oknami Prawa;;Openspace;12
1812;P12_R320;Epipremnum;;Podwieszona pod oknami Prawa;;Openspace;12
1813;P12_R321;Epipremnum;;Podwieszona pod oknami Prawa;;Openspace;12
1814;P12_R322;Philodendron;;Podwieszona pod oknami Prawa;;Openspace;12
1815;P12_R323;Kroton;;Wolnostojąca;;Office 12.12;12
1816;P12_R324;Zamioculcas;;Na szczytach biurek;;Openspace;12
1817;P12_R325;Zamioculcas;;Na szczytach biurek;;Openspace;12
1818;P12_R326;Zamioculcas;;Na szczytach biurek;;Openspace;12
1819;P12_R327;Zamioculcas;;Na szczytach biurek;;Openspace;12
1820;P12_R328;Zamioculcas;;Na szczytach biurek;;Openspace;12
1821;P12_R329;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1822;P12_R330;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1823;P12_R331;Kordylina;;Na szczytach biurek;;Openspace;12
1824;P12_R332;Kordylina;;Na szczytach biurek;;Openspace;12
1825;P12_R333;Kordylina;;Na szczytach biurek;;Openspace;12
1826;P12_R334;Zamioculcas;;Na szczytach biurek;;Openspace;12
1827;P12_R335;Zamioculcas;;Na szczytach biurek;;Openspace;12
1828;P12_R336;Zamioculcas;;Na szczytach biurek;;Openspace;12
1829;P12_R337;Zamioculcas;;Na szczytach biurek;;Openspace;12
1830;P12_R338;Zamioculcas;;Na szczytach biurek;;Openspace;12
1831;P12_R339;Monstera;;Na szczytach biurek;;Openspace;12
1832;P12_R340;Monstera;;Na szczytach biurek;;Openspace;12
1833;P12_R341;Aglaonema;;Na szczytach biurek;;Openspace;12
1834;P12_R342;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1835;P12_R343;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1836;P12_R344;Aglaonema;;Florama 1;;Openspace;12
1837;P12_R345;Aglaonema;;Florama 1;;Openspace;12
1838;P12_R346;Aglaonema;;Florama 1;;Openspace;12
1839;P12_R347;Aglaonema;;Florama 1;;Openspace;12
1840;P12_R348;Aglaonema;;Florama 1;;Openspace;12
1841;P12_R349;Aglaonema;;Florama 1;;Openspace;12
1842;P12_R350;Aglaonema;;Florama 1;;Openspace;12
1843;P12_R351;Epipremnum;;Florama 1;;Openspace;12
1844;P12_R352;Epipremnum;;Florama 1;;Openspace;12
1845;P12_R353;Epipremnum;;Florama 1;;Openspace;12
1846;P12_R354;Epipremnum;;Florama 1;;Openspace;12
1847;P12_R355;Epipremnum;;Florama 1;;Openspace;12
1848;P12_R356;Epipremnum;;Florama 1;;Openspace;12
1849;P12_R357;Epipremnum;;Florama 1;;Openspace;12
1850;P12_R358;Epipremnum;;Florama 1;;Openspace;12
1851;P12_R359;Epipremnum;;Florama 1;;Openspace;12
1852;P12_R360;Epipremnum;;Florama 1;;Openspace;12
1853;P12_R361;Epipremnum;;Florama 1;;Openspace;12
1854;P12_R362;Aglaonema;;Florama 2;;Openspace;12
1855;P12_R363;Aglaonema;;Florama 2;;Openspace;12
1856;P12_R364;Aglaonema;;Florama 2;;Openspace;12
1857;P12_R365;Aglaonema;;Florama 2;;Openspace;12
1858;P12_R366;Epipremnum;;Florama 2;;Openspace;12
1859;P12_R367;Epipremnum;;Florama 2;;Openspace;12
1860;P12_R368;Epipremnum;;Florama 2;;Openspace;12
1861;P12_R369;Epipremnum;;Florama 2;;Openspace;12
1862;P12_R370;Epipremnum;;Florama 2;;Openspace;12
1863;P12_R371;Aglaonema;;Florama 3;;Openspace;12
1864;P12_R372;Aglaonema;;Florama 3;;Openspace;12
1865;P12_R373;Aglaonema;;Florama 3;;Openspace;12
1866;P12_R374;Aglaonema;;Florama 3;;Openspace;12
1867;P12_R375;Epipremnum;;Florama 3;;Openspace;12
1868;P12_R376;Epipremnum;;Florama 3;;Openspace;12
1869;P12_R377;Epipremnum;;Florama 3;;Openspace;12
1870;P12_R378;Epipremnum;;Florama 3;;Openspace;12
1871;P12_R379;Epipremnum;;Florama 3;;Openspace;12
1872;P12_R380;Kroton;;Wolnostojąca;;Office 12.19;12
1873;P12_R381;Aglaonema;;Florama 1;;Openspace;12
1874;P12_R382;Aglaonema;;Florama 1;;Openspace;12
1875;P12_R383;Aglaonema;;Florama 1;;Openspace;12
1876;P12_R384;Aglaonema;;Florama 1;;Openspace;12
1877;P12_R385;Aglaonema;;Florama 1;;Openspace;12
1878;P12_R386;Epipremnum;;Florama 1;;Openspace;12
1879;P12_R387;Epipremnum;;Florama 1;;Openspace;12
1880;P12_R388;Epipremnum;;Florama 1;;Openspace;12
1881;P12_R389;Epipremnum;;Florama 1;;Openspace;12
1882;P12_R390;Aglaonema;;Florama 2;;Openspace;12
1883;P12_R391;Aglaonema;;Florama 2;;Openspace;12
1884;P12_R392;Aglaonema;;Florama 2;;Openspace;12
1885;P12_R393;Aglaonema;;Florama 2;;Openspace;12
1886;P12_R394;Epipremnum;;Florama 2;;Openspace;12
1887;P12_R395;Epipremnum;;Florama 2;;Openspace;12
1888;P12_R396;Epipremnum;;Florama 2;;Openspace;12
1889;P12_R397;Epipremnum;;Florama 2;;Openspace;12
1890;P12_R398;Epipremnum;;Florama 2;;Openspace;12
1891;P12_R399;Aglaonema;;Florama 3;;Openspace;12
1892;P12_R400;Aglaonema;;Florama 3;;Openspace;12
1893;P12_R401;Aglaonema;;Florama 3;;Openspace;12
1894;P12_R402;Aglaonema;;Florama 3;;Openspace;12
1895;P12_R403;Aglaonema;;Florama 3;;Openspace;12
1896;P12_R404;Epipremnum;;Florama 3;;Openspace;12
1897;P12_R405;Epipremnum;;Florama 3;;Openspace;12
1898;P12_R406;Epipremnum;;Florama 3;;Openspace;12
1899;P12_R407;Epipremnum;;Florama 3;;Openspace;12
1900;P12_R408;Epipremnum;;Florama 3;;Openspace;12
1901;P12_R409;Epipremnum;;Florama 3;;Openspace;12
1902;P12_R410;Epipremnum;;Florama 3;;Openspace;12
1903;P12_R411;Epipremnum;;Florama 3;;Openspace;12
1904;P12_R412;Epipremnum;;Florama 3;;Openspace;12
1905;P12_R413;Epipremnum;;Florama 3;;Openspace;12
1906;P12_R414;Epipremnum;;Florama 3;;Openspace;12
1907;P12_R415;Epipremnum;;Florama 3;;Openspace;12
1908;P12_R416;Epipremnum;;Florama 3;;Openspace;12
1909;P12_R417;Zamioculcas;;Na szczytach biurek;;Openspace;12
1910;P12_R418;Zamioculcas;;Na szczytach biurek;;Openspace;12
1911;P12_R419;Zamioculcas;;Na szczytach biurek;;Openspace;12
1912;P12_R420;Zamioculcas;;Na szczytach biurek;;Openspace;12
1913;P12_R421;Kordylina;;Na szczytach biurek;;Openspace;12
1914;P12_R422;Kordylina;;Na szczytach biurek;;Openspace;12
1915;P12_R423;Aglaonema;;Na szczytach biurek;;Openspace;12
1916;P12_R424;Aglaonema;;Na szczytach biurek;;Openspace;12
1917;P12_R425;Monstera;;Wolnostojąca;;Office 12.21;12
1918;P12_R426;Fikus elastica;;Wolnostojąca;;Office 12.21;12
1919;P12_R427;Aglaonema;;Florama 1;;Openspace;12
1920;P12_R428;Aglaonema;;Florama 1;;Openspace;12
1921;P12_R429;Aglaonema;;Florama 1;;Openspace;12
1922;P12_R430;Aglaonema;;Florama 1;;Openspace;12
1923;P12_R431;Aglaonema;;Florama 1;;Openspace;12
1924;P12_R432;Aglaonema;;Florama 1;;Openspace;12
1925;P12_R433;Aglaonema;;Florama 1;;Openspace;12
1926;P12_R434;Epipremnum;;Florama 1;;Openspace;12
1927;P12_R435;Epipremnum;;Florama 1;;Openspace;12
1928;P12_R436;Epipremnum;;Florama 1;;Openspace;12
1929;P12_R437;Epipremnum;;Florama 1;;Openspace;12
1930;P12_R438;Epipremnum;;Florama 1;;Openspace;12
1931;P12_R439;Epipremnum;;Florama 1;;Openspace;12
1932;P12_R440;Epipremnum;;Florama 1;;Openspace;12
1933;P12_R441;Epipremnum;;Florama 1;;Openspace;12
1934;P12_R442;Epipremnum;;Florama 1;;Openspace;12
1935;P12_R443;Epipremnum;;Florama 1;;Openspace;12
1936;P12_R444;Epipremnum;;Florama 1;;Openspace;12
1937;P12_R445;Aglaonema;;Florama 2;;Openspace;12
1938;P12_R446;Aglaonema;;Florama 2;;Openspace;12
1939;P12_R447;Epipremnum;;Florama 2;;Openspace;12
1940;P12_R448;Epipremnum;;Florama 2;;Openspace;12
1941;P12_R449;Epipremnum;;Florama 2;;Openspace;12
1942;P12_R450;Epipremnum;;Florama 2;;Openspace;12
1943;P12_R451;Epipremnum;;Florama 2;;Openspace;12
1944;P12_R452;Epipremnum;;Florama 2;;Openspace;12
1945;P12_R453;Epipremnum;;Florama 2;;Openspace;12
1946;P12_R454;Aglaonema;;Florama 3;;Openspace;12
1947;P12_R455;Aglaonema;;Florama 3;;Openspace;12
1948;P12_R456;Aglaonema;;Florama 3;;Openspace;12
1949;P12_R457;Aglaonema;;Florama 3;;Openspace;12
1950;P12_R458;Aglaonema;;Florama 3;;Openspace;12
1951;P12_R459;Aglaonema;;Florama 3;;Openspace;12
1952;P12_R460;Aglaonema;;Florama 3;;Openspace;12
1953;P12_R461;Epipremnum;;Florama 3;;Openspace;12
1954;P12_R462;Epipremnum;;Florama 3;;Openspace;12
1955;P12_R463;Epipremnum;;Florama 3;;Openspace;12
1956;P12_R464;Epipremnum;;Florama 3;;Openspace;12
1957;P12_R465;Epipremnum;;Florama 3;;Openspace;12
1958;P12_R466;Epipremnum;;Florama 3;;Openspace;12
1959;P12_R467;Epipremnum;;Florama 3;;Openspace;12
1960;P12_R468;Epipremnum;;Florama 3;;Openspace;12
1961;P12_R469;Epipremnum;;Florama 3;;Openspace;12
1962;P12_R470;Epipremnum;;Florama 3;;Openspace;12
1963;P12_R471;Epipremnum;;Florama 3;;Openspace;12
1964;P12_R472;Zamioculcas;;Na szczytach biurek;;Openspace;12
1965;P12_R473;Zamioculcas;;Na szczytach biurek;;Openspace;12
1966;P12_R474;Zamioculcas;;Na szczytach biurek;;Openspace;12
1967;P12_R475;Zamioculcas;;Na szczytach biurek;;Openspace;12
1968;P12_R476;Kordylina;;Na szczytach biurek;;Openspace;12
1969;P12_R477;Kordylina;;Na szczytach biurek;;Openspace;12
1970;P12_R478;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1971;P12_R479;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1972;P12_R480;Zamioculcas;;Na szczytach biurek;;Openspace;12
1973;P12_R481;Zamioculcas;;Na szczytach biurek;;Openspace;12
1974;P12_R482;Zamioculcas;;Na szczytach biurek;;Openspace;12
1975;P12_R483;Zamioculcas;;Na szczytach biurek;;Openspace;12
1976;P12_R484;Kordylina;;Na szczytach biurek;;Openspace;12
1977;P12_R485;Kordylina;;Na szczytach biurek;;Openspace;12
1978;P12_R486;Aglaonema;;Na szczytach biurek;;Openspace;12
1979;P12_R487;Aglaonema;;Na szczytach biurek;;Openspace;12
1980;P12_R488;Zamioculcas;;Na szczytach biurek;;Openspace;12
1981;P12_R489;Zamioculcas;;Na szczytach biurek;;Openspace;12
1982;P12_R490;Zamioculcas;;Na szczytach biurek;;Openspace;12
1983;P12_R491;Zamioculcas;;Na szczytach biurek;;Openspace;12
1984;P12_R492;Kordylina;;Na szczytach biurek;;Openspace;12
1985;P12_R493;Kordylina;;Na szczytach biurek;;Openspace;12
1986;P12_R494;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1987;P12_R495;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1988;P12_R496;Zamioculcas;;Na szczytach biurek;;Openspace;12
1989;P12_R497;Zamioculcas;;Na szczytach biurek;;Openspace;12
1990;P12_R498;Zamioculcas;;Na szczytach biurek;;Openspace;12
1991;P12_R499;Zamioculcas;;Na szczytach biurek;;Openspace;12
1992;P12_R500;Kordylina;;Na szczytach biurek;;Openspace;12
1993;P12_R501;Kordylina;;Na szczytach biurek;;Openspace;12
1994;P12_R502;Aglaonema;;Na szczytach biurek;;Openspace;12
1995;P12_R503;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1996;P12_R504;Kroton;;Wolnostojąca;;Openspace;12
1997;P12_R505;Juka;;Wolnostojąca;;Openspace;12
1998;P12_R506;Fikus cyathistipula;;Wolnostojąca;;Openspace;12
1999;P12_R507;Aglaonema;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2000;P12_R508;Aglaonema;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2001;P12_R509;Aglaonema;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2002;P12_R510;Epipremnum;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2003;P12_R511;Epipremnum;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2004;P12_R512;Epipremnum;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2005;P12_R513;Epipremnum;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2006;P12_R514;Epipremnum;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2007;P12_R515;Asplenium;;Podwieszona pod oknami Prawa;;Poppy 12.27;12
2008;P12_R516;Aglaonema;;Podwieszona pod oknami;;Poppy 12.27;12
2009;P12_R517;Aglaonema;;Podwieszona pod oknami;;Poppy 12.27;12
2010;P12_R518;Epipremnum;;Podwieszona pod oknami;;Poppy 12.27;12
2011;P12_R519;Epipremnum;;Podwieszona pod oknami;;Poppy 12.27;12
2012;P12_R520;Epipremnum;;Podwieszona pod oknami;;Poppy 12.27;12
2013;P12_R521;Epipremnum;;Podwieszona pod oknami;;Poppy 12.27;12
2014;P12_R522;Epipremnum;;Podwieszona pod oknami;;Poppy 12.27;12
2015;P12_R523;Asplenium;;Podwieszona pod oknami;;Poppy 12.27;12
2016;P12_R524;Asplenium;;Podwieszona pod oknami;;Poppy 12.27;12
2017;P12_R525;Epipremnum;;Konstrukcja;THB Północ;THB;12
2018;P12_R526;Epipremnum;;Konstrukcja;THB Północ;THB;12
2019;P12_R527;Epipremnum;;Konstrukcja;THB Północ;THB;12
2020;P12_R528;Epipremnum;;Konstrukcja;THB Północ;THB;12
2021;P12_R529;Epipremnum;;Konstrukcja;THB Północ;THB;12
2022;P12_R530;Epipremnum;;Konstrukcja;THB Północ;THB;12
2023;P12_R531;Epipremnum;;Konstrukcja;THB Północ;THB;12
2024;P12_R532;Epipremnum;;Konstrukcja;THB Północ;THB;12
2025;P12_R533;Epipremnum;;Konstrukcja;THB Północ;THB;12
2026;P12_R534;Epipremnum;;Konstrukcja;THB Północ;THB;12
2027;P12_R535;Epipremnum;;Konstrukcja;THB Północ;THB;12
2028;P12_R536;Epipremnum;;Konstrukcja;THB Północ;THB;12
2029;P12_R537;Epipremnum;;Konstrukcja;THB Północ;THB;12
2030;P12_R538;Epipremnum;;Konstrukcja;THB Północ;THB;12
2031;P12_R539;Epipremnum;;Konstrukcja;THB Północ;THB;12
2032;P12_R540;Epipremnum;;Konstrukcja;THB Północ;THB;12
2033;P12_R541;Epipremnum;;Konstrukcja;THB Północ;THB;12
2034;P12_R542;Epipremnum;;Konstrukcja;THB Północ;THB;12
2035;P12_R543;Epipremnum;;Konstrukcja;THB Północ;THB;12
2036;P12_R544;Epipremnum;;Konstrukcja;THB Północ;THB;12
2037;P12_R545;Aglaonema;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2038;P12_R546;Aglaonema;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2039;P12_R547;Aglaonema;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2040;P12_R548;Epipremnum;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2041;P12_R549;Epipremnum;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2042;P12_R550;Epipremnum;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2043;P12_R551;Epipremnum;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2044;P12_R552;Asplenium;;Podwieszona pod oknami Prawa;;Clover 12.28;12
2045;P12_R553;Aglaonema;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2046;P12_R554;Aglaonema;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2047;P12_R555;Aglaonema;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2048;P12_R556;Epipremnum;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2049;P12_R557;Epipremnum;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2050;P12_R558;Epipremnum;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2051;P12_R559;Epipremnum;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2052;P12_R560;Epipremnum;;Podwieszona pod oknami Lewa;;Clover 12.28;12
2053;P12_R561;Aglaonema;;Wolnostojąca;;Clover 12.28;12
2054;P12_R562;Fikus elastica większy;;Wolnostojąca;;Creative Dandelion 12.29;12
2055;P12_R563;Fikus elastica mniejszy;;Wolnostojąca;;Creative Dandelion 12.29;12
2056;P12_R564;Strelicja;;Wolnostojąca;;Creative Dandelion 12.29;12
2057;P12_R565;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2058;P12_R566;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2059;P12_R567;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2060;P12_R568;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2061;P12_R569;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2062;P12_R570;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2063;P12_R571;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2064;P12_R572;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2065;P12_R573;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2066;P12_R574;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2067;P12_R575;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2068;P12_R576;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2069;P12_R577;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2070;P12_R578;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2071;P12_R579;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2072;P12_R580;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2073;P12_R581;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2074;P12_R582;Epipremnum;;Z kratką przy elewacji;;kuchnia;12
2075;P12_R583;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2076;P12_R584;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2077;P12_R585;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2078;P12_R586;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2079;P12_R587;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2080;P12_R588;Epipremnum;;donica wolnostojaca na kółkach;;kuchnia;12
2081;P12_R589;Fikus moclame;;wolnostojące;;kuchnia;12
2082;P12_R590;Kordylina;;wolnostojące;;kuchnia;12
2083;P12_R591;Fikus cyathistipula;;wolnostojące;;kuchnia;12
2084;P12_R592;Fikus lyrata;;wolnostojące;;kuchnia;12
2085;P12_R593;Dracaena reflexa Song of Jamaica;;wolnostojące;;kuchnia;12
2086;P12_R594;Fikus elastica potrójny;;wolnostojące;;kuchnia;12
2087;P12_R595;Aglaonema;;wolnostojące;;kuchnia;12
2088;P12_R596;Fikus elastica potrójny;;wolnostojące;;kuchnia;12
2089;P12_R597;Fikus elastica podwójny;;wolnostojące;;kuchnia;12
2090;P12_R598;Kroton;;wolnostojące;;kuchnia;12
2091;P12_R599;Fikus benjamina;;wolnostojące;;kuchnia;12
2092;P12_R600;Zamioculcas;;wolnostojące;;kuchnia;12
2093;P12_R601;Zamioculcas;;wolnostojące;;kuchnia;12
2094;P12_R602;Aglaonema;;wolnostojące;;kuchnia;12
2095;P12_R603;Dracaena z białymi paskami;;wolnostojące;;kuchnia;12
2096;P12_R604;Aglaonema;;wolnostojące;;kuchnia;12
2097;P12_R605;Monstera;;donica z siedziskiem;;kuchnia;12
2098;P12_R606;Monstera;;donica z siedziskiem;;kuchnia;12
2099;P12_R607;Monstera;;donica z siedziskiem;;kuchnia;12
2100;P12_R608;Monstera;;donica z siedziskiem;;kuchnia;12
2101;P12_R609;Monstera;;donica z siedziskiem;;kuchnia;12
2102;P12_R610;Aglaonema;;donica z siedziskiem;;kuchnia;12
2103;P12_R611;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2104;P12_R612;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2105;P12_R613;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2106;P12_R614;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2107;P12_R615;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2108;P12_R616;cordylina;;donica z siedziskiem;;kuchnia;12
2109;P12_R617;cordylina;;donica z siedziskiem;;kuchnia;12
2110;P12_R618;cordylina;;donica z siedziskiem;;kuchnia;12
2111;P12_R619;Monstera;;donica z siedziskiem;;kuchnia;12
2112;P12_R620;Monstera;;donica z siedziskiem;;kuchnia;12
2113;P12_R621;Monstera;;donica z siedziskiem;;kuchnia;12
2114;P12_R622;Monstera;;donica z siedziskiem;;kuchnia;12
2115;P12_R623;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2116;P12_R624;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2117;P12_R625;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2118;P12_R626;Calathea;;donica z siedziskiem;;kuchnia;12
2119;P12_R627;Calathea;;donica z siedziskiem;;kuchnia;12
2120;P12_R628;Monstera;;donica z siedziskiem;;kuchnia;12
2121;P12_R629;Monstera;;donica z siedziskiem;;kuchnia;12
2122;P12_R630;Monstera;;donica z siedziskiem;;kuchnia;12
2123;P12_R631;Monstera;;donica z siedziskiem;;kuchnia;12
2124;P12_R632;Calathea makoyana;;donica z siedziskiem;;kuchnia;12
2125;P12_R633;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2126;P12_R634;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2127;P12_R635;Zamioculcas;;donica z siedziskiem;;kuchnia;12
2128;P12_R636;cordylina;;zabudowa z mikrofalówką;;kuchnia;12
2129;P12_R637;cordylina;;zabudowa z mikrofalówką;;kuchnia;12
2130;P12_R638;cordylina;;zabudowa z mikrofalówką;;kuchnia;12
2131;P12_R639;cordylina;;zabudowa z mikrofalówką;;kuchnia;12
2132;P12_R640;cordylina;;zabudowa z mikrofalówką;;kuchnia;12
2133;P12_R641;Aglaonema;;zabudowa z mikrofalówką;;kuchnia;12
2134;P12_R642;Zamioculcas;;zabudowa z mikrofalówką;;kuchnia;12
2135;P12_R643;Zamioculcas;;zabudowa z mikrofalówką;;kuchnia;12
2136;P12_R644;Zamioculcas;;zabudowa z mikrofalówką;;kuchnia;12
2137;P12_R645;Zamioculcas;;zabudowa z mikrofalówką;;kuchnia;12
2138;P12_R646;Zamioculcas;;zabudowa z mikrofalówką;;kuchnia;12
2139;P12_R647;Epipremnum;;Konstrukcja;;kuchnia;12
2140;P12_R648;Epipremnum;;Konstrukcja;;kuchnia;12
2141;P12_R649;Epipremnum;;Konstrukcja;;kuchnia;12
2142;P12_R650;Epipremnum;;Konstrukcja;;kuchnia;12
2143;P12_R651;Epipremnum;;Konstrukcja;;kuchnia;12
2144;P12_R652;Epipremnum;;Konstrukcja;;kuchnia;12
2145;P12_R653;Epipremnum;;Konstrukcja;;kuchnia;12
2146;P12_R654;Epipremnum;;Konstrukcja;;kuchnia;12
2147;P12_R655;Epipremnum;;Konstrukcja;;kuchnia;12
2148;P12_R656;Epipremnum;;Konstrukcja;;kuchnia;12
2149;P12_R657;Epipremnum;;Konstrukcja;;kuchnia;12
2150;P12_R658;Epipremnum;;Konstrukcja;;kuchnia;12
2151;P12_R659;Epipremnum;;Konstrukcja;;kuchnia;12
2152;P12_R660;Epipremnum;;Konstrukcja;;kuchnia;12
2153;P12_R661;Epipremnum;;Konstrukcja;;kuchnia;12
2154;P12_R662;Epipremnum;;Konstrukcja;;kuchnia;12
2155;P12_R663;Epipremnum;;Konstrukcja;;kuchnia;12
2156;P12_R664;Epipremnum;;Konstrukcja;;kuchnia;12
2157;P12_R665;Epipremnum;;Konstrukcja;;kuchnia;12
2158;P12_R666;Epipremnum;;Konstrukcja;;kuchnia;12
2159;P12_R667;Epipremnum;;Konstrukcja;;kuchnia;12
2160;P12_R668;Epipremnum;;Konstrukcja;;kuchnia;12
2161;P12_R669;Epipremnum;;Konstrukcja;;kuchnia;12
2162;P12_R670;Epipremnum;;Konstrukcja;;kuchnia;12
2163;P12_R671;Epipremnum;;Konstrukcja;;kuchnia;12
2164;P12_R672;Epipremnum;;Konstrukcja;;kuchnia;12
2165;P12_R673;Epipremnum;;Konstrukcja;;kuchnia;12
2166;P12_R674;Epipremnum;;Konstrukcja;;kuchnia;12
2167;P12_R675;Aglaonema;;Podwieszona pod oknami Prawa;;kuchnia;12
2168;P12_R676;Aglaonema;;Podwieszona pod oknami Prawa;;kuchnia;12
2169;P12_R677;Aglaonema;;Podwieszona pod oknami Prawa;;kuchnia;12
2170;P12_R678;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2171;P12_R679;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2172;P12_R680;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2173;P12_R681;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2174;P12_R682;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2175;P12_R683;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2176;P12_R684;Epipremnum;;Podwieszona pod oknami Prawa;;kuchnia;12
2177;P12_R685;Aglaonema;;Podwieszona pod oknami środkowa;;kuchnia;12
2178;P12_R686;Aglaonema;;Podwieszona pod oknami środkowa;;kuchnia;12
2179;P12_R687;Aglaonema;;Podwieszona pod oknami środkowa;;kuchnia;12
